Matricula;Item remuneratorio;Descricao;Qte Referencia;Vr Provento;Vr Desconto
70294;655;DESC EMP CEF I           ;               ;      0.00;    186.64                                                                                                                   
70294;656;DESC EMP CEF II          ;               ;      0.00;    335.38                                                                                                                   
70294;665;DESC EMP BIC I           ;               ;      0.00;    189.80                                                                                                                   
70294;907;IRRF                     ;7.50%          ;      0.00;     57.56                                                                                                                   
70295;3;PROVENTO                 ;               ;    725.00;      0.00                                                                                                                   
70295;25;ADIC TEMPO SERV          ;               ;    253.75;      0.00                                                                                                                   
70296;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70296;25;ADIC TEMPO SERV          ;               ;    120.00;      0.00                                                                                                                   
70296;661;DESC EMP PANAME          ;               ;      0.00;    100.00                                                                                                                   
70296;666;DESC EMP BIC II          ;               ;      0.00;     94.40                                                                                                                   
70297;3;PROVENTO                 ;               ;    725.00;      0.00                                                                                                                   
70297;25;ADIC TEMPO SERV          ;               ;    116.00;      0.00                                                                                                                   
70297;655;DESC EMP CEF I           ;               ;      0.00;    197.18                                                                                                                   
70299;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70299;25;ADIC TEMPO SERV          ;               ;    127.50;      0.00                                                                                                                   
70300;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70300;25;ADIC TEMPO SERV          ;               ;     67.50;      0.00                                                                                                                   
70300;641;DESC EMP BB I            ;               ;      0.00;    221.69                                                                                                                   
70300;655;DESC EMP CEF I           ;               ;      0.00;    430.55                                                                                                                   
70301;3;PROVENTO                 ;               ;    500.00;      0.00                                                                                                                   
70301;655;DESC EMP CEF I           ;               ;      0.00;    131.08                                                                                                                   
70301;661;DESC EMP PANAME          ;               ;      0.00;     35.00                                                                                                                   
70301;666;DESC EMP BIC II          ;               ;      0.00;     18.35                                                                                                                   
70305;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70305;25;ADIC TEMPO SERV          ;               ;    210.00;      0.00                                                                                                                   
70307;3;PROVENTO                 ;               ;    950.00;      0.00                                                                                                                   
70307;25;ADIC TEMPO SERV          ;               ;    304.00;      0.00                                                                                                                   
70307;655;DESC EMP CEF I           ;               ;      0.00;    104.79                                                                                                                   
70307;661;DESC EMP PANAME          ;               ;      0.00;    198.00                                                                                                                   
70308;3;PROVENTO                 ;               ;   1721.87;      0.00                                                                                                                   
70309;3;PROVENTO                 ;               ;   2341.08;      0.00                                                                                                                   
70309;15;DIF PROVENTO             ;               ;    395.59;      0.00                                                                                                                   
70309;25;ADIC TEMPO SERV          ;               ;    234.10;      0.00                                                                                                                   
70309;655;DESC EMP CEF I           ;               ;      0.00;    717.70                                                                                                                   
70309;907;IRRF                     ;15.0%          ;      0.00;    110.59                                                                                                                   
70310;3;PROVENTO                 ;               ;   1721.87;      0.00                                                                                                                   
70356;3;PROVENTO                 ;               ;    950.00;      0.00                                                                                                                   
70356;25;ADIC TEMPO SERV          ;               ;     47.50;      0.00                                                                                                                   
70357;3;PROVENTO                 ;               ;    273.60;      0.00                                                                                                                   
70358;3;PROVENTO                 ;               ;    273.60;      0.00                                                                                                                   
70359;3;PROVENTO                 ;               ;    375.00;      0.00                                                                                                                   
70360;3;PROVENTO                 ;               ;   1949.25;      0.00                                                                                                                   
70360;15;DIF PROVENTO             ;               ;    404.23;      0.00                                                                                                                   
70360;25;ADIC TEMPO SERV          ;               ;    389.85;      0.00                                                                                                                   
70360;60;GRAT REG CLASSE          ;               ;    292.38;      0.00                                                                                                                   
70360;907;IRRF                     ;15.0%          ;      0.00;    120.33                                                                                                                   
70361;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70361;25;ADIC TEMPO SERV          ;               ;    135.00;      0.00                                                                                                                   
70362;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70362;25;ADIC TEMPO SERV          ;               ;     82.50;      0.00                                                                                                                   
70363;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70364;3;PROVENTO                 ;               ;    273.60;      0.00                                                                                                                   
70365;3;PROVENTO                 ;               ;    725.00;      0.00                                                                                                                   
70365;25;ADIC TEMPO SERV          ;               ;     87.00;      0.00                                                                                                                   
70366;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70366;25;ADIC TEMPO SERV          ;               ;    120.00;      0.00                                                                                                                   
70367;3;PROVENTO                 ;               ;    950.00;      0.00                                                                                                                   
70367;25;ADIC TEMPO SERV          ;               ;    142.50;      0.00                                                                                                                   
70367;661;DESC EMP PANAME          ;               ;      0.00;    200.00                                                                                                                   
70368;3;PROVENTO                 ;               ;   1697.37;      0.00                                                                                                                   
70368;25;ADIC TEMPO SERV          ;               ;    101.84;      0.00                                                                                                                   
70368;80;ADIC NIV FORM T          ;               ;    607.52;      0.00                                                                                                                   
70368;655;DESC EMP CEF I           ;               ;      0.00;    637.32                                                                                                                   
70368;907;IRRF                     ;7.50%          ;      0.00;     46.42                                                                                                                   
70369;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70369;210;ABONO COMP PROV          ;               ;     50.00;      0.00                                                                                                                   
70369;655;DESC EMP CEF I           ;               ;      0.00;    175.02                                                                                                                   
70369;665;DESC EMP BIC I           ;               ;      0.00;    124.38                                                                                                                   
70369;666;DESC EMP BIC II          ;               ;      0.00;    124.38                                                                                                                   
70370;3;PROVENTO                 ;               ;   8848.11;      0.00                                                                                                                   
70370;907;IRRF                     ;27.5%          ;      0.00;   1156.88                                                                                                                   
70374;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70375;3;PROVENTO                 ;               ;    375.00;      0.00                                                                                                                   
70376;3;PROVENTO                 ;               ;   1873.58;      0.00                                                                                                                   
70376;15;DIF PROVENTO             ;               ;    348.26;      0.00                                                                                                                   
70376;25;ADIC TEMPO SERV          ;               ;    393.45;      0.00                                                                                                                   
70377;3;PROVENTO                 ;               ;   2295.16;      0.00                                                                                                                   
70377;15;DIF PROVENTO             ;               ;    405.46;      0.00                                                                                                                   
70377;60;GRAT REG CLASSE          ;               ;    344.27;      0.00                                                                                                                   
70377;907;IRRF                     ;15.0%          ;      0.00;    121.70                                                                                                                   
70379;3;PROVENTO                 ;               ;    950.00;      0.00                                                                                                                   
70379;907;IRRF                     ;7.50%          ;      0.00;     18.40                                                                                                                   
70380;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70380;25;ADIC TEMPO SERV          ;               ;     75.00;      0.00                                                                                                                   
70383;3;PROVENTO                 ;               ;   2295.16;      0.00                                                                                                                   
70383;15;DIF PROVENTO             ;               ;    352.58;      0.00                                                                                                                   
70383;907;IRRF                     ;7.50%          ;      0.00;     51.02                                                                                                                   
70386;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70386;25;ADIC TEMPO SERV          ;               ;    195.00;      0.00                                                                                                                   
70387;3;PROVENTO                 ;               ;   1587.58;      0.00                                                                                                                   
70387;114;GRAT DE TITULAC          ;               ;    396.89;      0.00                                                                                                                   
70387;907;IRRF                     ;7.50%          ;      0.00;     14.76                                                                                                                   
70419;3;PROVENTO                 ;               ;    725.00;      0.00                                                                                                                   
70419;25;ADIC TEMPO SERV          ;               ;    145.00;      0.00                                                                                                                   
70420;3;PROVENTO                 ;               ;    750.00;      0.00                                                                                                                   
70421;3;PROVENTO                 ;               ;    725.00;      0.00                                                                                                                   
10307;1;SALARIO BASE             ;               ;    750.00;      0.00                                                                                                                   
10307;25;ADIC TEMPO SERV          ;               ;    157.50;      0.00                                                                                                                   
10307;321;DIF SAL FAMILIA          ;               ;     46.72;      0.00                                                                                                                   
10307;481;SALARIO FAMILIA          ; 1.00DEP       ;     23.36;      0.00                                                                                                                   
10307;655;DESC EMP CEF I           ;               ;      0.00;    147.79                                                                                                                   
10307;661;DESC EMP PANAME          ;               ;      0.00;    140.00                                                                                                                   
10307;903;IPMC - FOLHA             ;               ;      0.00;     99.82                                                                                                                   
11185;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
11185;25;ADIC TEMPO SERV          ;               ;    190.00;      0.00                                                                                                                   
11185;108;GRAT SERV TEC R          ;               ;   1350.00;      0.00                                                                                                                   
11185;903;IPMC - FOLHA             ;               ;      0.00;    273.90                                                                                                                   
11185;907;IRRF                     ;7.50%          ;      0.00;     32.13                                                                                                                   
11281;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
11281;25;ADIC TEMPO SERV          ;               ;    171.00;      0.00                                                                                                                   
11281;903;IPMC - FOLHA             ;               ;      0.00;    123.31                                                                                                                   
12549;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
12549;25;ADIC TEMPO SERV          ;               ;     95.00;      0.00                                                                                                                   
12549;641;DESC EMP BB I            ;               ;      0.00;    190.25                                                                                                                   
12549;903;IPMC - FOLHA             ;               ;      0.00;    114.95                                                                                                                   
70061;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
70061;25;ADIC TEMPO SERV          ;               ;    247.00;      0.00                                                                                                                   
70061;108;GRAT SERV TEC R          ;               ;   1800.00;      0.00                                                                                                                   
70061;903;IPMC - FOLHA             ;               ;      0.00;    329.67                                                                                                                   
70061;907;IRRF                     ;7.50%          ;      0.00;     65.97                                                                                                                   
70185;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
70185;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70185;641;DESC EMP BB I            ;               ;      0.00;    465.75                                                                                                                   
70185;903;IPMC - FOLHA             ;               ;      0.00;    154.00                                                                                                                   
70186;1;SALARIO BASE             ;               ;    950.00;      0.00                                                                                                                   
70186;903;IPMC - FOLHA             ;               ;      0.00;    104.50                                                                                                                   
70187;1;SALARIO BASE             ;               ;    750.00;      0.00                                                                                                                   
70187;903;IPMC - FOLHA             ;               ;      0.00;     82.50                                                                                                                   
70373;1;SALARIO BASE             ;               ;   1312.00;      0.00                                                                                                                   
70373;904;INSS - FOLHA             ;8.00%          ;      0.00;    104.96                                                                                                                   
70381;1;SALARIO BASE             ;               ;   1312.00;      0.00                                                                                                                   
70381;904;INSS - FOLHA             ;8.00%          ;      0.00;    104.96                                                                                                                   
70382;1;SALARIO BASE             ;               ;   1312.00;      0.00                                                                                                                   
70382;904;INSS - FOLHA             ;8.00%          ;      0.00;    104.96                                                                                                                   
70384;1;SALARIO BASE             ;               ;   1312.00;      0.00                                                                                                                   
70384;904;INSS - FOLHA             ;8.00%          ;      0.00;    104.96                                                                                                                   
70388;40;REMUNERACAO              ;               ;   4050.00;      0.00                                                                                                                   
70388;904;INSS - FOLHA             ;11.0%          ;      0.00;    445.50                                                                                                                   
70388;907;IRRF                     ;15.0%          ;      0.00;    178.69                                                                                                                   
70389;40;REMUNERACAO              ;               ;   4050.00;      0.00                                                                                                                   
70389;904;INSS - FOLHA             ;11.0%          ;      0.00;    445.50                                                                                                                   
70389;907;IRRF                     ;22.5%          ;      0.00;    208.05                                                                                                                   
70390;40;REMUNERACAO              ;               ;   2880.00;      0.00                                                                                                                   
70390;904;INSS - FOLHA             ;11.0%          ;      0.00;    316.80                                                                                                                   
70390;907;IRRF                     ;7.50%          ;      0.00;     58.16                                                                                                                   
70391;40;REMUNERACAO              ;               ;   2880.00;      0.00                                                                                                                   
70391;904;INSS - FOLHA             ;11.0%          ;      0.00;    316.80                                                                                                                   
70391;907;IRRF                     ;7.50%          ;      0.00;     58.16                                                                                                                   
70392;40;REMUNERACAO              ;               ;   2520.00;      0.00                                                                                                                   
70392;655;DESC EMP CEF I           ;               ;      0.00;    537.48                                                                                                                   
70392;656;DESC EMP CEF II          ;               ;      0.00;    301.56                                                                                                                   
70392;657;DESC EMP CEF II          ;               ;      0.00;    222.80                                                                                                                   
70392;904;INSS - FOLHA             ;11.0%          ;      0.00;    277.20                                                                                                                   
70392;907;IRRF                     ;7.50%          ;      0.00;     34.13                                                                                                                   
70393;40;REMUNERACAO              ;               ;   2250.00;      0.00                                                                                                                   
70393;904;INSS - FOLHA             ;11.0%          ;      0.00;    247.50                                                                                                                   
70393;907;IRRF                     ;7.50%          ;      0.00;     16.11                                                                                                                   
70394;40;REMUNERACAO              ;               ;   2250.00;      0.00                                                                                                                   
70394;904;INSS - FOLHA             ;11.0%          ;      0.00;    247.50                                                                                                                   
70394;907;IRRF                     ;7.50%          ;      0.00;      2.63                                                                                                                   
70395;40;REMUNERACAO              ;               ;   2250.00;      0.00                                                                                                                   
70395;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70395;907;IRRF                     ;7.50%          ;      0.00;     54.94                                                                                                                   
70396;40;REMUNERACAO              ;               ;   2250.00;      0.00                                                                                                                   
70396;904;INSS - FOLHA             ;11.0%          ;      0.00;    247.50                                                                                                                   
70396;907;IRRF                     ;7.50%          ;      0.00;     16.11                                                                                                                   
70397;40;REMUNERACAO              ;               ;   2250.00;      0.00                                                                                                                   
70397;904;INSS - FOLHA             ;11.0%          ;      0.00;    247.50                                                                                                                   
70397;907;IRRF                     ;7.50%          ;      0.00;     16.11                                                                                                                   
70398;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70398;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70399;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70399;108;GRAT SERV TEC R          ;               ;   1350.00;      0.00                                                                                                                   
70399;904;INSS - FOLHA             ;11.0%          ;      0.00;    297.00                                                                                                                   
70399;907;IRRF                     ;7.50%          ;      0.00;     46.15                                                                                                                   
70400;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70400;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70400;655;DESC EMP CEF I           ;               ;      0.00;    393.41                                                                                                                   
70400;904;INSS - FOLHA             ;9.00%          ;      0.00;    162.00                                                                                                                   
70400;930;PENSAO ALIMENTI          ; R$            ;      0.00;    327.60                                                                                                                   
70401;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70401;907;IRRF                     ;7.50%          ;      0.00;     30.58                                                                                                                   
70402;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70402;655;DESC EMP CEF I           ;               ;      0.00;    401.83                                                                                                                   
70402;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70403;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70403;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70404;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70404;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70405;40;REMUNERACAO              ;               ;   1350.00;      0.00                                                                                                                   
70405;655;DESC EMP CEF I           ;               ;      0.00;    303.13                                                                                                                   
70405;656;DESC EMP CEF II          ;               ;      0.00;    123.45                                                                                                                   
70405;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70405;907;IRRF                     ;7.50%          ;      0.00;     32.88                                                                                                                   
70406;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70406;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70406;655;DESC EMP CEF I           ;               ;      0.00;    407.40                                                                                                                   
70406;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70407;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70407;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70407;655;DESC EMP CEF I           ;               ;      0.00;    404.16                                                                                                                   
70407;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70408;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70408;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70408;655;DESC EMP CEF I           ;               ;      0.00;    288.93                                                                                                                   
70408;656;DESC EMP CEF II          ;               ;      0.00;    120.32                                                                                                                   
70408;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70409;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70409;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70409;655;DESC EMP CEF I           ;               ;      0.00;    408.76                                                                                                                   
70409;904;INSS - FOLHA             ;9.00%          ;      0.00;    121.50                                                                                                                   
70410;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70410;655;DESC EMP CEF I           ;               ;      0.00;    216.74                                                                                                                   
70410;904;INSS - FOLHA             ;8.00%          ;      0.00;     72.00                                                                                                                   
70411;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70411;904;INSS - FOLHA             ;8.00%          ;      0.00;     72.00                                                                                                                   
70412;40;REMUNERACAO              ;               ;    900.00;      0.00                                                                                                                   
70412;655;DESC EMP CEF I           ;               ;      0.00;    282.05                                                                                                                   
70413;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70413;904;INSS - FOLHA             ;8.00%          ;      0.00;     60.00                                                                                                                   
70414;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70414;904;INSS - FOLHA             ;8.00%          ;      0.00;     60.00                                                                                                                   
70415;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70415;655;DESC EMP CEF I           ;               ;      0.00;    158.30                                                                                                                   
70415;656;DESC EMP CEF II          ;               ;      0.00;    170.85                                                                                                                   
70416;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70416;108;GRAT SERV TEC R          ;               ;    450.00;      0.00                                                                                                                   
70416;904;INSS - FOLHA             ;8.00%          ;      0.00;     96.00                                                                                                                   
70417;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70417;904;INSS - FOLHA             ;8.00%          ;      0.00;     60.00                                                                                                                   
70418;40;REMUNERACAO              ;               ;    750.00;      0.00                                                                                                                   
70418;904;INSS - FOLHA             ;8.00%          ;      0.00;     60.00                                                                                                                   
70422;260;PENSAO ALIMENTI          ; R$            ;    327.60;      0.00                                                                                                                   
70423;2;SUBSIDIOS                ;               ;   6500.00;      0.00                                                                                                                   
70423;655;DESC EMP CEF I           ;               ;      0.00;   1559.08                                                                                                                   
70423;904;INSS - FOLHA             ;11.0%          ;      0.00;    482.93                                                                                                                   
70423;907;IRRF                     ;27.5%          ;      0.00;    680.28                                                                                                                   
70424;1;SALARIO BASE             ;               ;   1312.00;      0.00                                                                                                                   
